iter	Passed	Remaining
483	563	600
484	564	599
485	565	597
486	566	597
487	567	595
488	568	593
489	569	592
490	569	590
491	570	588
492	571	587
493	572	586
494	574	585
495	575	584
496	575	582
497	576	581
498	577	579
499	577	577
500	580	577
501	581	577
502	582	575
503	583	574
504	584	572
505	586	572
506	587	571
507	589	570
508	590	569
509	590	567
510	591	566
511	592	564
512	593	563
513	594	562
514	595	561
515	596	559
516	597	558
517	598	557
518	599	555
519	600	554
520	601	553
521	603	552
522	604	551
523	605	549
524	606	548
525	606	546
526	607	545
527	608	544
528	610	543
529	611	541
530	611	540
531	612	538
532	613	537
533	614	536
534	615	535
535	617	534
536	618	533
537	619	531
538	619	530
539	620	528
540	622	528
541	624	527
542	624	525
543	625	524
544	626	522
545	627	521
546	630	522
547	631	521
548	632	519
549	633	518
550	634	517
551	635	515
552	636	514
553	637	513
554	638	511
555	638	510
556	639	508
557	640	507
558	641	506
559	642	504
560	643	503
561	644	502
562	645	500
563	646	499
564	646	497
565	647	496
566	648	495
567	651	495
568	652	494
569	653	492
570	653	491
571	654	489
572	655	488
573	656	487
574	657	485
575	658	484
576	659	483
577	660	481
578	660	480
579	661	478
580	662	477
581	662	476
582	664	474
583	664	473
584	665	472
585	666	470
586	667	469
587	667	467
588	668	466
589	669	464
590	669	463
591	670	462
592	672	461
593	672	459
594	673	458
595	674	456
596	674	455
597	675	454
598	676	452
599	676	451
600	678	450
601	679	448
602	679	447
603	680	446
604	681	444
605	681	443
606	682	442
607	684	441
608	684	439
609	685	438
610	686	437
611	687	435
612	688	434
613	688	433
614	689	431
615	690	430
616	691	429
617	692	428
618	693	426
619	694	425
620	695	424
621	696	423
622	696	421
623	697	420
624	698	419
625	699	418
626	700	416
627	701	415
628	702	414
629	703	413
630	704	411
631	704	410
632	705	409
633	706	407
634	707	406
635	708	405
636	709	404
637	710	402
638	711	401
639	711	400
640	712	399
641	713	397
642	715	396
643	715	395
644	716	394
645	717	392
646	717	391
647	718	390
648	719	388
649	719	387
650	720	386
651	721	385
652	722	384
653	723	382
654	724	381
655	724	380
656	725	378
657	726	377
658	726	376
659	727	374
660	728	373
661	729	372
662	730	371
663	731	370
664	732	368
665	732	367
666	733	366
667	734	364
668	734	363
669	735	362
670	736	361
671	737	359
672	738	358
673	739	357
674	739	356
675	740	354
676	741	353
677	743	352
678	744	351
679	745	350
680	745	349
681	746	348
682	747	346
683	748	345
684	749	344
685	750	343
686	751	342
687	752	341
688	753	340
689	754	338
690	754	337
691	756	336
692	757	335
693	759	334
694	760	333
695	761	332
696	762	331
697	763	330
698	765	329
699	766	328
700	767	327
701	767	325
702	768	324
703	769	323
704	772	323
705	773	322
706	774	320
707	774	319
708	775	318
709	777	317
710	778	316
711	780	315
712	780	314
713	781	313
714	782	311
715	783	310
716	784	309
717	785	308
718	787	307
719	788	306
720	788	305
721	789	303
722	790	303
723	791	301
724	793	300
725	793	299
726	794	298
727	795	297
728	795	295
729	796	294
730	797	293
731	798	292
732	800	291
733	801	290
734	802	289
735	803	288
736	803	286
737	804	285
738	805	284
739	807	283
740	808	282
741	809	281
742	810	280
743	810	278
744	812	278
745	814	277
746	816	276
747	817	275
748	817	274
749	819	273
750	820	271
751	821	271
752	823	270
753	823	268
754	824	267
755	826	266
756	827	265
757	829	264
758	830	263
759	831	262
760	832	261
761	833	260
762	834	259
763	835	258
764	836	256
765	837	255
766	838	254
767	839	253
768	840	252
769	841	251
770	842	250
771	843	249
772	844	248
773	846	247
774	847	246
775	848	245
776	850	244
777	855	243
778	858	243
779	861	243
780	864	242
781	865	241
782	867	240
783	869	239
784	871	238
785	874	238
786	875	236
787	877	236
788	880	235
789	881	234
790	884	233
791	886	232
792	893	233
793	897	232
794	899	231
795	900	230
796	902	229
797	903	228
798	906	228
799	907	226
800	908	225
801	909	224
802	910	223
803	911	222
804	914	221
805	915	220
806	915	219
807	916	217
808	917	216
809	919	215
810	921	214
811	922	213
812	923	212
813	925	211
814	928	210
815	929	209
816	929	208
817	931	207
818	932	206
819	934	205
820	935	204
821	936	202
822	937	201
823	938	200
824	941	199
825	942	198
826	944	197
827	945	196
828	947	195
829	949	194
830	950	193
831	950	192
832	953	191
833	955	190
834	956	188
835	957	187
836	965	187
837	967	187
838	969	185
839	971	185
840	975	184
841	976	183
842	979	182
843	981	181
844	982	180
845	984	179
846	986	178
847	987	176
848	988	175
849	991	174
850	993	173
851	994	172
852	996	171
853	997	170
854	1000	169
855	1002	168
856	1003	167
857	1007	166
858	1008	165
859	1009	164
860	1011	163
861	1012	162
862	1015	161
863	1016	159
864	1018	158
865	1018	157
866	1020	156
867	1021	155
868	1022	154
869	1023	152
870	1024	151
871	1025	150
872	1027	149
873	1028	148
874	1029	147
875	1030	145
876	1030	144
877	1031	143
878	1033	142
879	1034	141
880	1035	139
881	1036	138
882	1038	137
883	1039	136
884	1041	135
885	1044	134
886	1045	133
887	1046	132
888	1050	131
889	1051	129
890	1052	128
891	1052	127
892	1054	126
893	1057	125
894	1058	124
895	1058	122
896	1059	121
897	1062	120
898	1064	119
899	1064	118
900	1065	117
901	1066	115
902	1067	114
903	1070	113
904	1072	112
905	1072	111
906	1074	110
907	1075	108
908	1076	107
909	1078	106
910	1078	105
911	1079	104
912	1080	102
913	1081	101
914	1082	100
915	1083	99
916	1084	98
917	1085	96
918	1086	95
919	1087	94
920	1087	93
921	1089	92
922	1090	90
923	1091	89
924	1092	88
925	1093	87
926	1093	86
927	1094	84
928	1095	83
929	1096	82
930	1096	81
931	1098	80
932	1099	78
933	1099	77
934	1100	76
935	1100	75
936	1101	74
937	1102	72
938	1103	71
939	1103	70
940	1104	69
941	1106	68
942	1106	66
943	1107	65
944	1108	64
945	1108	63
946	1109	62
947	1110	60
948	1112	59
949	1113	58
950	1113	57
951	1114	56
952	1115	55
953	1116	53
954	1117	52
955	1118	51
956	1119	50
957	1120	49
958	1121	47
959	1122	46
960	1123	45
961	1124	44
962	1125	43
963	1126	42
964	1127	40
965	1128	39
966	1129	38
967	1129	37
968	1130	36
969	1131	35
970	1132	33
971	1134	32
972	1135	31
973	1136	30
974	1137	29
975	1139	28
976	1141	26
977	1141	25
978	1142	24
979	1143	23
980	1144	22
981	1145	20
982	1146	19
983	1149	18
984	1149	17
985	1150	16
986	1151	15
987	1152	14
988	1153	12
989	1154	11
990	1155	10
991	1156	9
992	1157	8
993	1157	6
994	1159	5
995	1160	4
996	1162	3
997	1163	2
998	1164	1
999	1165	0
